submitted_at,first_name,last_name,q1,q2,q3,q4,q5,q6,score,rating_label
2026-04-09T19:37:56,Дайбоком,Артем,Арфа,Треугольник,Колокольчик,Волынка,Саксофон,Арфа,1,Новичок в оркестре Босха
